Table	CompID	Hero	Role	Win Rate %	Games Played
1	745	Deckard		52.08	361
2	746	Deckard	Support		
2	746	Deckard	Melee Assassin		
2	746	Deckard	Melee Assassin		
2	746	Deckard	Bruiser		
2	746	Deckard	Healer		
1	746	Deckard		50.99	141
2	747	Deckard	Melee Assassin		
2	747	Deckard	Melee Assassin		
2	747	Deckard	Melee Assassin		
2	747	Deckard	Healer		
2	747	Deckard	Ranged Assassin		
1	747	Deckard		50.46	197
2	748	Deckard	Melee Assassin		
2	748	Deckard	Melee Assassin		
2	748	Deckard	Healer		
2	748	Deckard	Ranged Assassin		
2	748	Deckard	Ranged Assassin		
1	748	Deckard		50.31	1343
2	749	Deckard	Melee Assassin		
2	749	Deckard	Tank		
2	749	Deckard	Bruiser		
2	749	Deckard	Healer		
2	749	Deckard	Ranged Assassin		
1	749	Deckard		50.28	3820
2	750	Deckard	Bruiser		
2	750	Deckard	Bruiser		
2	750	Deckard	Healer		
2	750	Deckard	Ranged Assassin		
2	750	Deckard	Ranged Assassin		
1	750	Deckard		50.23	2545
2	751	Deckard	Tank		
2	751	Deckard	Bruiser		
2	751	Deckard	Bruiser		
2	751	Deckard	Healer		
2	751	Deckard	Ranged Assassin		
1	751	Deckard		50.02	1531
2	752	Deckard	Bruiser		
2	752	Deckard	Healer		
2	752	Deckard	Healer		
2	752	Deckard	Ranged Assassin		
2	752	Deckard	Ranged Assassin		
1	752	Deckard		49.72	108
2	753	Deckard	Tank		
2	753	Deckard	Bruiser		
2	753	Deckard	Healer		
2	753	Deckard	Healer		
2	753	Deckard	Ranged Assassin		
1	753	Deckard		49.3	100
2	754	Deckard	Support		
2	754	Deckard	Melee Assassin		
2	754	Deckard	Bruiser		
2	754	Deckard	Healer		
2	754	Deckard	Ranged Assassin		
1	754	Deckard		49.08	1199
2	755	Deckard	Melee Assassin		
2	755	Deckard	Bruiser		
2	755	Deckard	Bruiser		
2	755	Deckard	Healer		
2	755	Deckard	Ranged Assassin		
1	755	Deckard		49.01	1557
2	756	Deckard	Melee Assassin		
2	756	Deckard	Bruiser		
2	756	Deckard	Healer		
2	756	Deckard	Ranged Assassin		
2	756	Deckard	Ranged Assassin		
1	756	Deckard		49	4733
2	757	Deckard	Support		
2	757	Deckard	Melee Assassin		
2	757	Deckard	Tank		
2	757	Deckard	Healer		
2	757	Deckard	Ranged Assassin		
1	757	Deckard		48.41	1153
2	758	Deckard	Support		
2	758	Deckard	Melee Assassin		
2	758	Deckard	Bruiser		
2	758	Deckard	Bruiser		
2	758	Deckard	Healer		
1	758	Deckard		48.38	191
2	759	Deckard	Melee Assassin		
2	759	Deckard	Melee Assassin		
2	759	Deckard	Bruiser		
2	759	Deckard	Healer		
2	759	Deckard	Ranged Assassin		
1	759	Deckard		48.3	1289
2	760	Deckard	Support		
2	760	Deckard	Melee Assassin		
2	760	Deckard	Melee Assassin		
2	760	Deckard	Tank		
2	760	Deckard	Healer		
1	760	Deckard		48.22	141
2	761	Deckard	Melee Assassin		
2	761	Deckard	Healer		
2	761	Deckard	Ranged Assassin		
2	761	Deckard	Ranged Assassin		
2	761	Deckard	Ranged Assassin		
1	761	Deckard		47.63	4890
2	762	Deckard	Melee Assassin		
2	762	Deckard	Tank		
2	762	Deckard	Healer		
2	762	Deckard	Ranged Assassin		
2	762	Deckard	Ranged Assassin		
1	762	Deckard		47.46	4812
2	763	Deckard	Support		
2	763	Deckard	Melee Assassin		
2	763	Deckard	Healer		
2	763	Deckard	Ranged Assassin		
2	763	Deckard	Ranged Assassin		
1	763	Deckard		46.95	1624
2	764	Deckard	Melee Assassin		
2	764	Deckard	Melee Assassin		
2	764	Deckard	Tank		
2	764	Deckard	Healer		
2	764	Deckard	Ranged Assassin		
1	764	Deckard		46.85	1292
2	765	Deckard	Support		
2	765	Deckard	Bruiser		
2	765	Deckard	Bruiser		
2	765	Deckard	Healer		
2	765	Deckard	Ranged Assassin		
1	765	Deckard		46.81	631
2	766	Deckard	Support		
2	766	Deckard	Melee Assassin		
2	766	Deckard	Tank		
2	766	Deckard	Bruiser		
2	766	Deckard	Healer		
1	766	Deckard		46.69	377
2	767	Deckard	Support		
2	767	Deckard	Tank		
2	767	Deckard	Bruiser		
2	767	Deckard	Healer		
2	767	Deckard	Ranged Assassin		
1	767	Deckard		46.27	1355
2	768	Deckard	Bruiser		
2	768	Deckard	Healer		
2	768	Deckard	Ranged Assassin		
2	768	Deckard	Ranged Assassin		
2	768	Deckard	Ranged Assassin		
1	768	Deckard		45.55	5375
2	769	Deckard	Tank		
2	769	Deckard	Tank		
2	769	Deckard	Bruiser		
2	769	Deckard	Healer		
2	769	Deckard	Ranged Assassin		
1	769	Deckard		44.82	484
2	770	Deckard	Tank		
2	770	Deckard	Tank		
2	770	Deckard	Healer		
2	770	Deckard	Ranged Assassin		
2	770	Deckard	Ranged Assassin		
1	770	Deckard		44.74	908
2	771	Deckard	Tank		
2	771	Deckard	Healer		
2	771	Deckard	Healer		
2	771	Deckard	Ranged Assassin		
2	771	Deckard	Ranged Assassin		
1	771	Deckard		44.39	118
2	772	Deckard	Tank		
2	772	Deckard	Healer		
2	772	Deckard	Ranged Assassin		
2	772	Deckard	Ranged Assassin		
2	772	Deckard	Ranged Assassin		
1	772	Deckard		43.99	5228
2	773	Deckard	Support		
2	773	Deckard	Bruiser		
2	773	Deckard	Healer		
2	773	Deckard	Ranged Assassin		
2	773	Deckard	Ranged Assassin		
1	773	Deckard		43.63	1932
2	774	Deckard	Melee Assassin		
2	774	Deckard	Tank		
2	774	Deckard	Tank		
2	774	Deckard	Healer		
2	774	Deckard	Ranged Assassin		
1	774	Deckard		43.6	528
2	775	Deckard	Support		
2	775	Deckard	Tank		
2	775	Deckard	Bruiser		
2	775	Deckard	Bruiser		
2	775	Deckard	Healer		
1	775	Deckard		42.38	178
2	776	Deckard	Support		
2	776	Deckard	Tank		
2	776	Deckard	Healer		
2	776	Deckard	Ranged Assassin		
2	776	Deckard	Ranged Assassin		
1	776	Deckard		41.64	1836
2	777	Deckard	Support		
2	777	Deckard	Tank		
2	777	Deckard	Tank		
2	777	Deckard	Healer		
2	777	Deckard	Ranged Assassin		
1	777	Deckard		41.15	177
2	778	Dehaka	Support		
2	778	Dehaka	Bruiser		
2	778	Dehaka	Bruiser		
2	778	Dehaka	Bruiser		
2	778	Dehaka	Ranged Assassin		
1	778	Dehaka		60.11	105
2	779	Dehaka	Tank		
2	779	Dehaka	Bruiser		
2	779	Dehaka	Healer		
2	779	Dehaka	Ranged Assassin		
2	779	Dehaka	Ranged Assassin		
1	779	Dehaka		57.61	9532
2	780	Dehaka	Support		
2	780	Dehaka	Tank		
2	780	Dehaka	Bruiser		
2	780	Dehaka	Ranged Assassin		
2	780	Dehaka	Ranged Assassin		
1	780	Dehaka		57.46	465
2	781	Dehaka	Support		
2	781	Dehaka	Melee Assassin		
2	781	Dehaka	Bruiser		
2	781	Dehaka	Bruiser		
2	781	Dehaka	Ranged Assassin		
1	781	Dehaka		56.95	353
2	782	Dehaka	Bruiser		
2	782	Dehaka	Bruiser		
2	782	Dehaka	Bruiser		
2	782	Dehaka	Ranged Assassin		
2	782	Dehaka	Ranged Assassin		
1	782	Dehaka		56.04	527
2	783	Dehaka	Melee Assassin		
2	783	Dehaka	Bruiser		
2	783	Dehaka	Bruiser		
2	783	Dehaka	Ranged Assassin		
2	783	Dehaka	Ranged Assassin		
1	783	Dehaka		55.35	1868
2	784	Dehaka	Support		
2	784	Dehaka	Bruiser		
2	784	Dehaka	Bruiser		
2	784	Dehaka	Ranged Assassin		
2	784	Dehaka	Ranged Assassin		
1	784	Dehaka		54.93	593
2	785	Dehaka	Support		
2	785	Dehaka	Melee Assassin		
2	785	Dehaka	Melee Assassin		
2	785	Dehaka	Bruiser		
2	785	Dehaka	Ranged Assassin		
1	785	Dehaka		54.8	162
2	786	Dehaka	Bruiser		
2	786	Dehaka	Bruiser		
2	786	Dehaka	Ranged Assassin		
2	786	Dehaka	Ranged Assassin		
2	786	Dehaka	Ranged Assassin		
1	786	Dehaka		54.66	1686
2	787	Dehaka	Melee Assassin		
2	787	Dehaka	Tank		
2	787	Dehaka	Bruiser		
2	787	Dehaka	Healer		
2	787	Dehaka	Ranged Assassin		
1	787	Dehaka		54.44	3838
2	788	Dehaka	Support		
2	788	Dehaka	Melee Assassin		
2	788	Dehaka	Bruiser		
2	788	Dehaka	Ranged Assassin		
2	788	Dehaka	Ranged Assassin		
1	788	Dehaka		54.41	641
2	789	Dehaka	Tank		
2	789	Dehaka	Bruiser		
2	789	Dehaka	Bruiser		
2	789	Dehaka	Ranged Assassin		
2	789	Dehaka	Ranged Assassin		
1	789	Dehaka		54.14	1585
2	790	Dehaka	Melee Assassin		
2	790	Dehaka	Bruiser		
2	790	Dehaka	Ranged Assassin		
2	790	Dehaka	Ranged Assassin		
2	790	Dehaka	Ranged Assassin		
1	790	Dehaka		53.99	1771
2	791	Dehaka	Melee Assassin		
2	791	Dehaka	Tank		
2	791	Dehaka	Bruiser		
2	791	Dehaka	Ranged Assassin		
2	791	Dehaka	Ranged Assassin		
1	791	Dehaka		53.85	1556
2	792	Dehaka	Tank		
2	792	Dehaka	Bruiser		
2	792	Dehaka	Ranged Assassin		
2	792	Dehaka	Ranged Assassin		
2	792	Dehaka	Ranged Assassin		
1	792	Dehaka		53.64	1326
2	793	Dehaka	Melee Assassin		
2	793	Dehaka	Melee Assassin		
2	793	Dehaka	Bruiser		
2	793	Dehaka	Ranged Assassin		
2	793	Dehaka	Ranged Assassin		
1	793	Dehaka		53.5	843
2	794	Dehaka	Bruiser		
2	794	Dehaka	Bruiser		
2	794	Dehaka	Healer		
2	794	Dehaka	Ranged Assassin		
2	794	Dehaka	Ranged Assassin		
1	794	Dehaka		53.26	5015
2	795	Dehaka	Support		
2	795	Dehaka	Melee Assassin		
2	795	Dehaka	Tank		
2	795	Dehaka	Bruiser		
2	795	Dehaka	Ranged Assassin		
1	795	Dehaka		52.49	289
2	796	Dehaka	Tank		
2	796	Dehaka	Tank		
2	796	Dehaka	Bruiser		
2	796	Dehaka	Ranged Assassin		
2	796	Dehaka	Ranged Assassin		
1	796	Dehaka		52.44	291
2	797	Dehaka	Melee Assassin		
2	797	Dehaka	Bruiser		
2	797	Dehaka	Healer		
2	797	Dehaka	Ranged Assassin		
2	797	Dehaka	Ranged Assassin		
1	797	Dehaka		52.37	5015
2	798	Dehaka	Support		
2	798	Dehaka	Melee Assassin		
2	798	Dehaka	Bruiser		
2	798	Dehaka	Healer		
2	798	Dehaka	Ranged Assassin		
1	798	Dehaka		52.24	1503
2	799	Dehaka	Melee Assassin		
2	799	Dehaka	Bruiser		
2	799	Dehaka	Bruiser		
2	799	Dehaka	Healer		
2	799	Dehaka	Ranged Assassin		
1	799	Dehaka		52.17	2388
2	800	Dehaka	Bruiser		
2	800	Dehaka	Bruiser		
2	800	Dehaka	Bruiser		
2	800	Dehaka	Healer		
2	800	Dehaka	Ranged Assassin		
1	800	Dehaka		52.06	685
2	801	Dehaka	Melee Assassin		
2	801	Dehaka	Melee Assassin		
2	801	Dehaka	Bruiser		
2	801	Dehaka	Healer		
2	801	Dehaka	Ranged Assassin		
1	801	Dehaka		51.95	1077
2	802	Dehaka	Support		
2	802	Dehaka	Tank		
2	802	Dehaka	Bruiser		
2	802	Dehaka	Bruiser		
2	802	Dehaka	Ranged Assassin		
1	802	Dehaka		51.53	268
2	803	Dehaka	Support		
2	803	Dehaka	Bruiser		
2	803	Dehaka	Ranged Assassin		
2	803	Dehaka	Ranged Assassin		
2	803	Dehaka	Ranged Assassin		
1	803	Dehaka		49.65	776
2	804	Dehaka	Tank		
2	804	Dehaka	Bruiser		
2	804	Dehaka	Bruiser		
2	804	Dehaka	Healer		
2	804	Dehaka	Ranged Assassin		
1	804	Dehaka		49.62	2649
2	805	Dehaka	Bruiser		
2	805	Dehaka	Healer		
2	805	Dehaka	Ranged Assassin		
2	805	Dehaka	Ranged Assassin		
2	805	Dehaka	Ranged Assassin		
1	805	Dehaka		49.59	5424
2	806	Dehaka	Bruiser		
2	806	Dehaka	Ranged Assassin		
2	806	Dehaka	Ranged Assassin		
2	806	Dehaka	Ranged Assassin		
2	806	Dehaka	Ranged Assassin		
1	806	Dehaka		49.4	1551
2	807	Dehaka	Support		
2	807	Dehaka	Bruiser		
2	807	Dehaka	Bruiser		
2	807	Dehaka	Healer		
2	807	Dehaka	Ranged Assassin		
1	807	Dehaka		49.19	1351
2	808	Dehaka	Support		
2	808	Dehaka	Melee Assassin		
2	808	Dehaka	Bruiser		
2	808	Dehaka	Bruiser		
2	808	Dehaka	Healer		
1	808	Dehaka		48.14	323
2	809	Dehaka	Support		
2	809	Dehaka	Melee Assassin		
2	809	Dehaka	Melee Assassin		
2	809	Dehaka	Bruiser		
2	809	Dehaka	Healer		
1	809	Dehaka		47.97	148
2	810	Dehaka	Support		
2	810	Dehaka	Tank		
2	810	Dehaka	Bruiser		
2	810	Dehaka	Healer		
2	810	Dehaka	Ranged Assassin		
1	810	Dehaka		47.61	1648
2	811	Dehaka	Support		
2	811	Dehaka	Bruiser		
2	811	Dehaka	Healer		
2	811	Dehaka	Ranged Assassin		
2	811	Dehaka	Ranged Assassin		
1	811	Dehaka		45.83	2449
2	812	Dehaka	Support		
2	812	Dehaka	Melee Assassin		
2	812	Dehaka	Tank		
2	812	Dehaka	Bruiser		
2	812	Dehaka	Healer		
1	812	Dehaka		45.74	322
2	813	Dehaka	Tank		
2	813	Dehaka	Tank		
2	813	Dehaka	Bruiser		
2	813	Dehaka	Healer		
2	813	Dehaka	Ranged Assassin		
1	813	Dehaka		44.86	382
2	814	Dehaka	Support		
2	814	Dehaka	Tank		
2	814	Dehaka	Bruiser		
2	814	Dehaka	Bruiser		
2	814	Dehaka	Healer		
1	814	Dehaka		40.59	279
2	815	Diablo	Melee Assassin		
2	815	Diablo	Tank		
2	815	Diablo	Bruiser		
2	815	Diablo	Bruiser		
2	815	Diablo	Ranged Assassin		
1	815	Diablo		57.13	163
2	816	Diablo	Support		
2	816	Diablo	Tank		
2	816	Diablo	Bruiser		
2	816	Diablo	Bruiser		
2	816	Diablo	Ranged Assassin		
1	816	Diablo		53.69	325
2	817	Diablo	Tank		
2	817	Diablo	Bruiser		
2	817	Diablo	Healer		
2	817	Diablo	Ranged Assassin		
2	817	Diablo	Ranged Assassin		
1	817	Diablo		53.04	18397
2	818	Diablo	Support		
2	818	Diablo	Melee Assassin		
2	818	Diablo	Tank		
2	818	Diablo	Bruiser		
2	818	Diablo	Ranged Assassin		
1	818	Diablo		52.38	701
2	819	Diablo	Tank		
2	819	Diablo	Bruiser		
2	819	Diablo	Bruiser		
2	819	Diablo	Ranged Assassin		
2	819	Diablo	Ranged Assassin		
1	819	Diablo		51.76	1800
2	820	Diablo	Melee Assassin		
2	820	Diablo	Tank		
2	820	Diablo	Healer		
2	820	Diablo	Healer		
2	820	Diablo	Ranged Assassin		
1	820	Diablo		51.29	163
2	821	Diablo	Support		
2	821	Diablo	Tank		
2	821	Diablo	Bruiser		
2	821	Diablo	Ranged Assassin		
2	821	Diablo	Ranged Assassin		
1	821	Diablo		50.98	1089
2	822	Diablo	Tank		
2	822	Diablo	Bruiser		
2	822	Diablo	Healer		
2	822	Diablo	Healer		
2	822	Diablo	Ranged Assassin		
1	822	Diablo		50.32	190
2	823	Diablo	Melee Assassin		
2	823	Diablo	Tank		
2	823	Diablo	Bruiser		
2	823	Diablo	Healer		
2	823	Diablo	Ranged Assassin		
1	823	Diablo		50.13	7961
2	824	Diablo	Support		
2	824	Diablo	Tank		
2	824	Diablo	Tank		
2	824	Diablo	Bruiser		
2	824	Diablo	Ranged Assassin		
1	824	Diablo		49.78	184
2	825	Diablo	Melee Assassin		
2	825	Diablo	Tank		
2	825	Diablo	Bruiser		
2	825	Diablo	Ranged Assassin		
2	825	Diablo	Ranged Assassin		
1	825	Diablo		49.76	3732
2	826	Diablo	Tank		
2	826	Diablo	Bruiser		
2	826	Diablo	Ranged Assassin		
2	826	Diablo	Ranged Assassin		
2	826	Diablo	Ranged Assassin		
1	826	Diablo		49.5	3127
2	827	Diablo	Tank		
2	827	Diablo	Tank		
2	827	Diablo	Bruiser		
2	827	Diablo	Ranged Assassin		
2	827	Diablo	Ranged Assassin		
1	827	Diablo		49.15	1254
2	828	Diablo	Tank		
2	828	Diablo	Bruiser		
2	828	Diablo	Bruiser		
2	828	Diablo	Healer		
2	828	Diablo	Ranged Assassin		
1	828	Diablo		48.77	3133
2	829	Diablo	Tank		
2	829	Diablo	Tank		
2	829	Diablo	Ranged Assassin		
2	829	Diablo	Ranged Assassin		
2	829	Diablo	Ranged Assassin		
1	829	Diablo		48.35	1218
2	830	Diablo	Support		
2	830	Diablo	Melee Assassin		
2	830	Diablo	Tank		
2	830	Diablo	Ranged Assassin		
2	830	Diablo	Ranged Assassin		
1	830	Diablo		47.94	980
2	831	Diablo	Support		
2	831	Diablo	Melee Assassin		
2	831	Diablo	Tank		
2	831	Diablo	Tank		
2	831	Diablo	Ranged Assassin		
1	831	Diablo		47.9	210
2	832	Diablo	Tank		
2	832	Diablo	Healer		
2	832	Diablo	Healer		
2	832	Diablo	Ranged Assassin		
2	832	Diablo	Ranged Assassin		
1	832	Diablo		47.89	265
2	833	Diablo	Melee Assassin		
2	833	Diablo	Melee Assassin		
2	833	Diablo	Tank		
2	833	Diablo	Ranged Assassin		
2	833	Diablo	Ranged Assassin		
1	833	Diablo		47.49	1554
2	834	Diablo	Melee Assassin		
2	834	Diablo	Tank		
2	834	Diablo	Healer		
2	834	Diablo	Ranged Assassin		
2	834	Diablo	Ranged Assassin		
1	834	Diablo		47.35	12580
2	835	Diablo	Melee Assassin		
2	835	Diablo	Tank		
2	835	Diablo	Tank		
2	835	Diablo	Ranged Assassin		
2	835	Diablo	Ranged Assassin		
1	835	Diablo		47.07	1397
2	836	Diablo	Melee Assassin		
2	836	Diablo	Tank		
2	836	Diablo	Ranged Assassin		
2	836	Diablo	Ranged Assassin		
2	836	Diablo	Ranged Assassin		
1	836	Diablo		46.92	3089
2	837	Diablo	Support		
2	837	Diablo	Tank		
2	837	Diablo	Bruiser		
2	837	Diablo	Healer		
2	837	Diablo	Ranged Assassin		
1	837	Diablo		46.56	4002
2	838	Diablo	Support		
2	838	Diablo	Melee Assassin		
2	838	Diablo	Melee Assassin		
2	838	Diablo	Tank		
2	838	Diablo	Ranged Assassin		
1	838	Diablo		46.4	264
2	839	Diablo	Melee Assassin		
2	839	Diablo	Tank		
2	839	Diablo	Bruiser		
2	839	Diablo	Bruiser		
2	839	Diablo	Healer		
1	839	Diablo		46.29	121
2	840	Diablo	Support		
2	840	Diablo	Melee Assassin		
2	840	Diablo	Tank		
2	840	Diablo	Healer		
2	840	Diablo	Ranged Assassin		
1	840	Diablo		45.57	3569
2	841	Diablo	Support		
2	841	Diablo	Tank		
2	841	Diablo	Tank		
2	841	Diablo	Ranged Assassin		
2	841	Diablo	Ranged Assassin		
1	841	Diablo		45.55	335
2	842	Diablo	Tank		
2	842	Diablo	Tank		
2	842	Diablo	Healer		
2	842	Diablo	Ranged Assassin		
2	842	Diablo	Ranged Assassin		
1	842	Diablo		45.25	4150
2	843	Diablo	Melee Assassin		
2	843	Diablo	Melee Assassin		
2	843	Diablo	Tank		
2	843	Diablo	Healer		
2	843	Diablo	Ranged Assassin		
1	843	Diablo		45.13	2666
2	844	Diablo	Tank		
2	844	Diablo	Healer		
2	844	Diablo	Ranged Assassin		
2	844	Diablo	Ranged Assassin		
2	844	Diablo	Ranged Assassin		
1	844	Diablo		44.93	12443
2	845	Diablo	Support		
2	845	Diablo	Tank		
2	845	Diablo	Ranged Assassin		
2	845	Diablo	Ranged Assassin		
2	845	Diablo	Ranged Assassin		
1	845	Diablo		44.9	1201
2	846	Diablo	Tank		
2	846	Diablo	Ranged Assassin		
2	846	Diablo	Ranged Assassin		
2	846	Diablo	Ranged Assassin		
2	846	Diablo	Ranged Assassin		
1	846	Diablo		44.84	2456
2	847	Diablo	Tank		
2	847	Diablo	Tank		
2	847	Diablo	Bruiser		
2	847	Diablo	Healer		
2	847	Diablo	Ranged Assassin		
1	847	Diablo		44.17	1735
2	848	Diablo	Melee Assassin		
2	848	Diablo	Tank		
2	848	Diablo	Tank		
2	848	Diablo	Healer		
2	848	Diablo	Ranged Assassin		
1	848	Diablo		43.84	1960
2	849	Diablo	Support		
2	849	Diablo	Tank		
2	849	Diablo	Healer		
2	849	Diablo	Ranged Assassin		
2	849	Diablo	Ranged Assassin		
1	849	Diablo		42.85	5482
2	850	Diablo	Support		
2	850	Diablo	Melee Assassin		
2	850	Diablo	Melee Assassin		
2	850	Diablo	Tank		
2	850	Diablo	Healer		
1	850	Diablo		42.7	311
2	851	Diablo	Support		
2	851	Diablo	Melee Assassin		
2	851	Diablo	Tank		
2	851	Diablo	Bruiser		
2	851	Diablo	Healer		
1	851	Diablo		41.91	842
2	852	Diablo	Support		
2	852	Diablo	Tank		
2	852	Diablo	Bruiser		
2	852	Diablo	Bruiser		
2	852	Diablo	Healer		
1	852	Diablo		41.53	351
2	853	Diablo	Support		
2	853	Diablo	Tank		
2	853	Diablo	Tank		
2	853	Diablo	Healer		
2	853	Diablo	Ranged Assassin		
1	853	Diablo		38.99	938
2	854	Diablo	Support		
2	854	Diablo	Tank		
2	854	Diablo	Tank		
2	854	Diablo	Bruiser		
2	854	Diablo	Healer		
1	854	Diablo		36.52	182
2	855	Diablo	Support		
2	855	Diablo	Melee Assassin		
2	855	Diablo	Tank		
2	855	Diablo	Tank		
2	855	Diablo	Healer		
1	855	Diablo		36.51	220
2	856	E.T.C.	Tank		
2	856	E.T.C.	Bruiser		
2	856	E.T.C.	Healer		
2	856	E.T.C.	Ranged Assassin		
2	856	E.T.C.	Ranged Assassin		
1	856	E.T.C.		54.39	10175
2	857	E.T.C.	Tank		
2	857	E.T.C.	Bruiser		
2	857	E.T.C.	Healer		
2	857	E.T.C.	Healer		
2	857	E.T.C.	Ranged Assassin		
1	857	E.T.C.		53.8	103
2	858	E.T.C.	Melee Assassin		
2	858	E.T.C.	Tank		
2	858	E.T.C.	Bruiser		
2	858	E.T.C.	Healer		
2	858	E.T.C.	Ranged Assassin		
1	858	E.T.C.		52.92	4307
2	859	E.T.C.	Support		
2	859	E.T.C.	Melee Assassin		
2	859	E.T.C.	Tank		
2	859	E.T.C.	Bruiser		
2	859	E.T.C.	Ranged Assassin		
1	859	E.T.C.		50.92	326
2	860	E.T.C.	Melee Assassin		
2	860	E.T.C.	Melee Assassin		
2	860	E.T.C.	Tank		
2	860	E.T.C.	Healer		
2	860	E.T.C.	Ranged Assassin		
1	860	E.T.C.		50.8	1380
2	861	E.T.C.	Tank		
2	861	E.T.C.	Bruiser		
2	861	E.T.C.	Bruiser		
2	861	E.T.C.	Ranged Assassin		
2	861	E.T.C.	Ranged Assassin		
1	861	E.T.C.		50.57	862
2	862	E.T.C.	Tank		
2	862	E.T.C.	Healer		
2	862	E.T.C.	Healer		
2	862	E.T.C.	Ranged Assassin		
2	862	E.T.C.	Ranged Assassin		
1	862	E.T.C.		50.53	151
2	863	E.T.C.	Support		
2	863	E.T.C.	Tank		
2	863	E.T.C.	Bruiser		
2	863	E.T.C.	Bruiser		
2	863	E.T.C.	Ranged Assassin		
1	863	E.T.C.		50	139
2	864	E.T.C.	Melee Assassin		
2	864	E.T.C.	Tank		
2	864	E.T.C.	Bruiser		
2	864	E.T.C.	Ranged Assassin		
2	864	E.T.C.	Ranged Assassin		
1	864	E.T.C.		49.68	1858
2	865	E.T.C.	Melee Assassin		
2	865	E.T.C.	Tank		
2	865	E.T.C.	Healer		
2	865	E.T.C.	Ranged Assassin		
2	865	E.T.C.	Ranged Assassin		
1	865	E.T.C.		49.54	6733
2	866	E.T.C.	Support		
2	866	E.T.C.	Melee Assassin		
2	866	E.T.C.	Tank		
2	866	E.T.C.	Healer		
2	866	E.T.C.	Ranged Assassin		
1	866	E.T.C.		49.06	1793
2	867	E.T.C.	Support		
2	867	E.T.C.	Tank		
2	867	E.T.C.	Bruiser		
2	867	E.T.C.	Ranged Assassin		
2	867	E.T.C.	Ranged Assassin		
1	867	E.T.C.		48.99	497
2	868	E.T.C.	Tank		
2	868	E.T.C.	Bruiser		
2	868	E.T.C.	Bruiser		
2	868	E.T.C.	Healer		
2	868	E.T.C.	Ranged Assassin		
1	868	E.T.C.		48.92	1510
2	869	E.T.C.	Melee Assassin		
2	869	E.T.C.	Melee Assassin		
2	869	E.T.C.	Tank		
2	869	E.T.C.	Ranged Assassin		
2	869	E.T.C.	Ranged Assassin		
1	869	E.T.C.		48.44	773
2	870	E.T.C.	Tank		
2	870	E.T.C.	Bruiser		
2	870	E.T.C.	Ranged Assassin		
2	870	E.T.C.	Ranged Assassin		
2	870	E.T.C.	Ranged Assassin		
1	870	E.T.C.		47.59	1560
2	871	E.T.C.	Support		
2	871	E.T.C.	Melee Assassin		
2	871	E.T.C.	Melee Assassin		
2	871	E.T.C.	Tank		
2	871	E.T.C.	Ranged Assassin		
1	871	E.T.C.		47.34	128
2	872	E.T.C.	Melee Assassin		
2	872	E.T.C.	Tank		
2	872	E.T.C.	Ranged Assassin		
2	872	E.T.C.	Ranged Assassin		
2	872	E.T.C.	Ranged Assassin		
1	872	E.T.C.		47.31	1511
2	873	E.T.C.	Melee Assassin		
2	873	E.T.C.	Tank		
2	873	E.T.C.	Tank		
2	873	E.T.C.	Ranged Assassin		
2	873	E.T.C.	Ranged Assassin		
1	873	E.T.C.		47.25	731
2	874	E.T.C.	Support		
2	874	E.T.C.	Tank		
2	874	E.T.C.	Tank		
2	874	E.T.C.	Ranged Assassin		
2	874	E.T.C.	Ranged Assassin		
1	874	E.T.C.		46.93	176
2	875	E.T.C.	Tank		
2	875	E.T.C.	Tank		
2	875	E.T.C.	Bruiser		
2	875	E.T.C.	Ranged Assassin		
2	875	E.T.C.	Ranged Assassin		
1	875	E.T.C.		46.88	637
2	876	E.T.C.	Support		
2	876	E.T.C.	Melee Assassin		
2	876	E.T.C.	Tank		
2	876	E.T.C.	Ranged Assassin		
2	876	E.T.C.	Ranged Assassin		
1	876	E.T.C.		46.74	478
2	877	E.T.C.	Tank		
2	877	E.T.C.	Tank		
2	877	E.T.C.	Ranged Assassin		
2	877	E.T.C.	Ranged Assassin		
2	877	E.T.C.	Ranged Assassin		
1	877	E.T.C.		46.13	620
2	878	E.T.C.	Support		
2	878	E.T.C.	Tank		
2	878	E.T.C.	Bruiser		
2	878	E.T.C.	Healer		
2	878	E.T.C.	Ranged Assassin		
1	878	E.T.C.		46.11	1871
2	879	E.T.C.	Tank		
2	879	E.T.C.	Tank		
2	879	E.T.C.	Healer		
2	879	E.T.C.	Ranged Assassin		
2	879	E.T.C.	Ranged Assassin		
1	879	E.T.C.		45.98	2263
2	880	E.T.C.	Tank		
2	880	E.T.C.	Healer		
2	880	E.T.C.	Ranged Assassin		
2	880	E.T.C.	Ranged Assassin		
2	880	E.T.C.	Ranged Assassin		
1	880	E.T.C.		45.94	6402
2	881	E.T.C.	Support		
2	881	E.T.C.	Melee Assassin		
2	881	E.T.C.	Tank		
2	881	E.T.C.	Bruiser		
2	881	E.T.C.	Healer		
1	881	E.T.C.		44.93	388
2	882	E.T.C.	Melee Assassin		
2	882	E.T.C.	Tank		
2	882	E.T.C.	Tank		
2	882	E.T.C.	Healer		
2	882	E.T.C.	Ranged Assassin		
1	882	E.T.C.		44.17	1018
2	883	E.T.C.	Tank		
2	883	E.T.C.	Tank		
2	883	E.T.C.	Bruiser		
2	883	E.T.C.	Healer		
2	883	E.T.C.	Ranged Assassin		
1	883	E.T.C.		43.54	846
2	884	E.T.C.	Support		
2	884	E.T.C.	Melee Assassin		
