Table	CompID	Hero	Role	Win Rate %	Games Played
2	1	Abathur	Support		
2	1	Abathur	Melee Assassin		
2	1	Abathur	Melee Assassin		
2	1	Abathur	Melee Assassin		
2	1	Abathur	Ranged Assassin		
1	1	Abathur		72.51	137
2	2	Abathur	Support		
2	2	Abathur	Bruiser		
2	2	Abathur	Bruiser		
2	2	Abathur	Bruiser		
2	2	Abathur	Ranged Assassin		
1	2	Abathur		71.67	257
2	3	Abathur	Support		
2	3	Abathur	Melee Assassin		
2	3	Abathur	Melee Assassin		
2	3	Abathur	Ranged Assassin		
2	3	Abathur	Ranged Assassin		
1	3	Abathur		68.84	1007
2	4	Abathur	Support		
2	4	Abathur	Melee Assassin		
2	4	Abathur	Bruiser		
2	4	Abathur	Bruiser		
2	4	Abathur	Ranged Assassin		
1	4	Abathur		67.82	1125
2	5	Abathur	Support		
2	5	Abathur	Melee Assassin		
2	5	Abathur	Melee Assassin		
2	5	Abathur	Bruiser		
2	5	Abathur	Ranged Assassin		
1	5	Abathur		65.96	874
2	6	Abathur	Support		
2	6	Abathur	Tank		
2	6	Abathur	Bruiser		
2	6	Abathur	Bruiser		
2	6	Abathur	Ranged Assassin		
1	6	Abathur		65.4	779
2	7	Abathur	Support		
2	7	Abathur	Melee Assassin		
2	7	Abathur	Bruiser		
2	7	Abathur	Ranged Assassin		
2	7	Abathur	Ranged Assassin		
1	7	Abathur		65.06	3544
2	8	Abathur	Support		
2	8	Abathur	Melee Assassin		
2	8	Abathur	Tank		
2	8	Abathur	Bruiser		
2	8	Abathur	Ranged Assassin		
1	8	Abathur		64.88	1700
2	9	Abathur	Support		
2	9	Abathur	Tank		
2	9	Abathur	Bruiser		
2	9	Abathur	Ranged Assassin		
2	9	Abathur	Ranged Assassin		
1	9	Abathur		64.78	2666
2	10	Abathur	Support		
2	10	Abathur	Bruiser		
2	10	Abathur	Bruiser		
2	10	Abathur	Ranged Assassin		
2	10	Abathur	Ranged Assassin		
1	10	Abathur		64.46	1805
2	11	Abathur	Support		
2	11	Abathur	Melee Assassin		
2	11	Abathur	Melee Assassin		
2	11	Abathur	Tank		
2	11	Abathur	Ranged Assassin		
1	11	Abathur		63.69	650
2	12	Abathur	Support		
2	12	Abathur	Melee Assassin		
2	12	Abathur	Tank		
2	12	Abathur	Ranged Assassin		
2	12	Abathur	Ranged Assassin		
1	12	Abathur		63.54	2408
2	13	Abathur	Support		
2	13	Abathur	Melee Assassin		
2	13	Abathur	Ranged Assassin		
2	13	Abathur	Ranged Assassin		
2	13	Abathur	Ranged Assassin		
1	13	Abathur		62.05	3606
2	14	Abathur	Support		
2	14	Abathur	Tank		
2	14	Abathur	Tank		
2	14	Abathur	Bruiser		
2	14	Abathur	Ranged Assassin		
1	14	Abathur		61.35	213
2	15	Abathur	Support		
2	15	Abathur	Melee Assassin		
2	15	Abathur	Tank		
2	15	Abathur	Tank		
2	15	Abathur	Ranged Assassin		
1	15	Abathur		60.46	259
2	16	Abathur	Support		
2	16	Abathur	Tank		
2	16	Abathur	Tank		
2	16	Abathur	Ranged Assassin		
2	16	Abathur	Ranged Assassin		
1	16	Abathur		60.22	409
2	17	Abathur	Support		
2	17	Abathur	Bruiser		
2	17	Abathur	Ranged Assassin		
2	17	Abathur	Ranged Assassin		
2	17	Abathur	Ranged Assassin		
1	17	Abathur		59	4073
2	18	Abathur	Support		
2	18	Abathur	Tank		
2	18	Abathur	Ranged Assassin		
2	18	Abathur	Ranged Assassin		
2	18	Abathur	Ranged Assassin		
1	18	Abathur		57.5	2696
2	19	Abathur	Support		
2	19	Abathur	Melee Assassin		
2	19	Abathur	Melee Assassin		
2	19	Abathur	Melee Assassin		
2	19	Abathur	Healer		
1	19	Abathur		56.51	223
2	20	Abathur	Support		
2	20	Abathur	Support		
2	20	Abathur	Melee Assassin		
2	20	Abathur	Healer		
2	20	Abathur	Ranged Assassin		
1	20	Abathur		56.33	215
2	21	Abathur	Support		
2	21	Abathur	Melee Assassin		
2	21	Abathur	Melee Assassin		
2	21	Abathur	Healer		
2	21	Abathur	Ranged Assassin		
1	21	Abathur		55.68	4401
2	22	Abathur	Support		
2	22	Abathur	Melee Assassin		
2	22	Abathur	Healer		
2	22	Abathur	Healer		
2	22	Abathur	Ranged Assassin		
1	22	Abathur		54.76	191
2	23	Abathur	Support		
2	23	Abathur	Support		
2	23	Abathur	Melee Assassin		
2	23	Abathur	Bruiser		
2	23	Abathur	Healer		
1	23	Abathur		53.29	103
2	24	Abathur	Support		
2	24	Abathur	Melee Assassin		
2	24	Abathur	Bruiser		
2	24	Abathur	Healer		
2	24	Abathur	Ranged Assassin		
1	24	Abathur		51.07	17237
2	25	Abathur	Support		
2	25	Abathur	Melee Assassin		
2	25	Abathur	Healer		
2	25	Abathur	Ranged Assassin		
2	25	Abathur	Ranged Assassin		
1	25	Abathur		50.55	21453
2	26	Abathur	Support		
2	26	Abathur	Melee Assassin		
2	26	Abathur	Melee Assassin		
2	26	Abathur	Bruiser		
2	26	Abathur	Healer		
1	26	Abathur		50.14	1664
2	27	Abathur	Support		
2	27	Abathur	Bruiser		
2	27	Abathur	Healer		
2	27	Abathur	Healer		
2	27	Abathur	Ranged Assassin		
1	27	Abathur		49.89	281
2	28	Abathur	Support		
2	28	Abathur	Melee Assassin		
2	28	Abathur	Bruiser		
2	28	Abathur	Bruiser		
2	28	Abathur	Healer		
1	28	Abathur		49.32	2044
2	29	Abathur	Support		
2	29	Abathur	Support		
2	29	Abathur	Tank		
2	29	Abathur	Healer		
2	29	Abathur	Ranged Assassin		
1	29	Abathur		48.84	277
2	30	Abathur	Support		
2	30	Abathur	Bruiser		
2	30	Abathur	Bruiser		
2	30	Abathur	Healer		
2	30	Abathur	Ranged Assassin		
1	30	Abathur		48.68	8552
2	31	Abathur	Support		
2	31	Abathur	Melee Assassin		
2	31	Abathur	Tank		
2	31	Abathur	Healer		
2	31	Abathur	Ranged Assassin		
1	31	Abathur		48.13	16917
2	32	Abathur	Support		
2	32	Abathur	Support		
2	32	Abathur	Bruiser		
2	32	Abathur	Healer		
2	32	Abathur	Ranged Assassin		
1	32	Abathur		47.86	252
2	33	Abathur	Support		
2	33	Abathur	Healer		
2	33	Abathur	Ranged Assassin		
2	33	Abathur	Ranged Assassin		
2	33	Abathur	Ranged Assassin		
1	33	Abathur		47.8	6206
2	34	Abathur	Support		
2	34	Abathur	Healer		
2	34	Abathur	Healer		
2	34	Abathur	Ranged Assassin		
2	34	Abathur	Ranged Assassin		
1	34	Abathur		47.68	198
2	35	Abathur	Support		
2	35	Abathur	Bruiser		
2	35	Abathur	Bruiser		
2	35	Abathur	Bruiser		
2	35	Abathur	Healer		
1	35	Abathur		47.64	461
2	36	Abathur	Support		
2	36	Abathur	Tank		
2	36	Abathur	Bruiser		
2	36	Abathur	Healer		
2	36	Abathur	Ranged Assassin		
1	36	Abathur		46.69	17690
2	37	Abathur	Support		
2	37	Abathur	Bruiser		
2	37	Abathur	Healer		
2	37	Abathur	Ranged Assassin		
2	37	Abathur	Ranged Assassin		
1	37	Abathur		46.03	26894
2	38	Abathur	Support		
2	38	Abathur	Melee Assassin		
2	38	Abathur	Tank		
2	38	Abathur	Bruiser		
2	38	Abathur	Healer		
1	38	Abathur		45.05	3995
2	39	Abathur	Support		
2	39	Abathur	Melee Assassin		
2	39	Abathur	Melee Assassin		
2	39	Abathur	Tank		
2	39	Abathur	Healer		
1	39	Abathur		44.73	1549
2	40	Abathur	Support		
2	40	Abathur	Tank		
2	40	Abathur	Bruiser		
2	40	Abathur	Bruiser		
2	40	Abathur	Healer		
1	40	Abathur		43.97	1698
2	41	Abathur	Support		
2	41	Abathur	Tank		
2	41	Abathur	Healer		
2	41	Abathur	Ranged Assassin		
2	41	Abathur	Ranged Assassin		
1	41	Abathur		42.8	23779
2	42	Abathur	Support		
2	42	Abathur	Tank		
2	42	Abathur	Healer		
2	42	Abathur	Healer		
2	42	Abathur	Ranged Assassin		
1	42	Abathur		40.7	256
2	43	Abathur	Support		
2	43	Abathur	Tank		
2	43	Abathur	Tank		
2	43	Abathur	Healer		
2	43	Abathur	Ranged Assassin		
1	43	Abathur		40.12	2259
2	44	Abathur	Support		
2	44	Abathur	Melee Assassin		
2	44	Abathur	Tank		
2	44	Abathur	Tank		
2	44	Abathur	Healer		
1	44	Abathur		39.25	543
2	45	Abathur	Support		
2	45	Abathur	Tank		
2	45	Abathur	Tank		
2	45	Abathur	Bruiser		
2	45	Abathur	Healer		
1	45	Abathur		37.88	446
2	46	Alarak	Melee Assassin		
2	46	Alarak	Tank		
2	46	Alarak	Bruiser		
2	46	Alarak	Bruiser		
2	46	Alarak	Ranged Assassin		
1	46	Alarak		63.86	121
2	47	Alarak	Melee Assassin		
2	47	Alarak	Healer		
2	47	Alarak	Healer		
2	47	Alarak	Ranged Assassin		
2	47	Alarak	Ranged Assassin		
1	47	Alarak		63.72	113
2	48	Alarak	Melee Assassin		
2	48	Alarak	Melee Assassin		
2	48	Alarak	Tank		
2	48	Alarak	Bruiser		
2	48	Alarak	Ranged Assassin		
1	48	Alarak		63.57	161
2	49	Alarak	Melee Assassin		
2	49	Alarak	Melee Assassin		
2	49	Alarak	Tank		
2	49	Alarak	Bruiser		
2	49	Alarak	Healer		
1	49	Alarak		62.76	244
2	50	Alarak	Melee Assassin		
2	50	Alarak	Bruiser		
2	50	Alarak	Healer		
2	50	Alarak	Healer		
2	50	Alarak	Ranged Assassin		
1	50	Alarak		59.77	120
2	51	Alarak	Melee Assassin		
2	51	Alarak	Tank		
2	51	Alarak	Healer		
2	51	Alarak	Healer		
2	51	Alarak	Ranged Assassin		
1	51	Alarak		59.71	140
2	52	Alarak	Melee Assassin		
2	52	Alarak	Melee Assassin		
2	52	Alarak	Bruiser		
2	52	Alarak	Bruiser		
2	52	Alarak	Ranged Assassin		
1	52	Alarak		59.47	145
2	53	Alarak	Melee Assassin		
2	53	Alarak	Tank		
2	53	Alarak	Bruiser		
2	53	Alarak	Healer		
2	53	Alarak	Ranged Assassin		
1	53	Alarak		59.17	7890
2	54	Alarak	Melee Assassin		
2	54	Alarak	Melee Assassin		
2	54	Alarak	Melee Assassin		
2	54	Alarak	Healer		
2	54	Alarak	Ranged Assassin		
1	54	Alarak		57.36	953
2	55	Alarak	Support		
2	55	Alarak	Melee Assassin		
2	55	Alarak	Melee Assassin		
2	55	Alarak	Melee Assassin		
2	55	Alarak	Ranged Assassin		
1	55	Alarak		56.95	134
2	56	Alarak	Support		
2	56	Alarak	Melee Assassin		
2	56	Alarak	Melee Assassin		
2	56	Alarak	Melee Assassin		
2	56	Alarak	Healer		
1	56	Alarak		56.68	129
2	57	Alarak	Melee Assassin		
2	57	Alarak	Melee Assassin		
2	57	Alarak	Melee Assassin		
2	57	Alarak	Ranged Assassin		
2	57	Alarak	Ranged Assassin		
1	57	Alarak		56.54	740
2	58	Alarak	Melee Assassin		
2	58	Alarak	Melee Assassin		
2	58	Alarak	Healer		
2	58	Alarak	Ranged Assassin		
2	58	Alarak	Ranged Assassin		
1	58	Alarak		55.42	5035
2	59	Alarak	Support		
2	59	Alarak	Melee Assassin		
2	59	Alarak	Melee Assassin		
2	59	Alarak	Healer		
2	59	Alarak	Ranged Assassin		
1	59	Alarak		55.4	1514
2	60	Alarak	Melee Assassin		
2	60	Alarak	Bruiser		
2	60	Alarak	Bruiser		
2	60	Alarak	Healer		
2	60	Alarak	Ranged Assassin		
1	60	Alarak		55.03	2390
2	61	Alarak	Melee Assassin		
2	61	Alarak	Melee Assassin		
2	61	Alarak	Bruiser		
2	61	Alarak	Healer		
2	61	Alarak	Ranged Assassin		
1	61	Alarak		53.83	4028
2	62	Alarak	Melee Assassin		
2	62	Alarak	Melee Assassin		
2	62	Alarak	Ranged Assassin		
2	62	Alarak	Ranged Assassin		
2	62	Alarak	Ranged Assassin		
1	62	Alarak		53.31	1922
2	63	Alarak	Support		
2	63	Alarak	Melee Assassin		
2	63	Alarak	Melee Assassin		
2	63	Alarak	Ranged Assassin		
2	63	Alarak	Ranged Assassin		
1	63	Alarak		53.13	658
2	64	Alarak	Support		
2	64	Alarak	Melee Assassin		
2	64	Alarak	Bruiser		
2	64	Alarak	Bruiser		
2	64	Alarak	Healer		
1	64	Alarak		53.02	295
2	65	Alarak	Melee Assassin		
2	65	Alarak	Tank		
2	65	Alarak	Bruiser		
2	65	Alarak	Ranged Assassin		
2	65	Alarak	Ranged Assassin		
1	65	Alarak		52.99	2676
2	66	Alarak	Support		
2	66	Alarak	Melee Assassin		
2	66	Alarak	Tank		
2	66	Alarak	Bruiser		
2	66	Alarak	Ranged Assassin		
1	66	Alarak		52.75	516
2	67	Alarak	Melee Assassin		
2	67	Alarak	Bruiser		
2	67	Alarak	Healer		
2	67	Alarak	Ranged Assassin		
2	67	Alarak	Ranged Assassin		
1	67	Alarak		52.55	8487
2	68	Alarak	Melee Assassin		
2	68	Alarak	Melee Assassin		
2	68	Alarak	Tank		
2	68	Alarak	Healer		
2	68	Alarak	Ranged Assassin		
1	68	Alarak		52.34	4476
2	69	Alarak	Melee Assassin		
2	69	Alarak	Tank		
2	69	Alarak	Bruiser		
2	69	Alarak	Bruiser		
2	69	Alarak	Healer		
1	69	Alarak		51.89	111
2	70	Alarak	Support		
2	70	Alarak	Melee Assassin		
2	70	Alarak	Melee Assassin		
2	70	Alarak	Bruiser		
2	70	Alarak	Healer		
1	70	Alarak		51.72	564
2	71	Alarak	Melee Assassin		
2	71	Alarak	Melee Assassin		
2	71	Alarak	Bruiser		
2	71	Alarak	Ranged Assassin		
2	71	Alarak	Ranged Assassin		
1	71	Alarak		51.54	2807
2	72	Alarak	Support		
2	72	Alarak	Melee Assassin		
2	72	Alarak	Bruiser		
2	72	Alarak	Bruiser		
2	72	Alarak	Ranged Assassin		
1	72	Alarak		51.53	321
2	73	Alarak	Melee Assassin		
2	73	Alarak	Bruiser		
2	73	Alarak	Bruiser		
2	73	Alarak	Ranged Assassin		
2	73	Alarak	Ranged Assassin		
1	73	Alarak		51.24	1505
2	74	Alarak	Support		
2	74	Alarak	Melee Assassin		
2	74	Alarak	Melee Assassin		
2	74	Alarak	Bruiser		
2	74	Alarak	Ranged Assassin		
1	74	Alarak		50.91	601
2	75	Alarak	Support		
2	75	Alarak	Melee Assassin		
2	75	Alarak	Melee Assassin		
2	75	Alarak	Tank		
2	75	Alarak	Ranged Assassin		
1	75	Alarak		50.74	430
2	76	Alarak	Melee Assassin		
2	76	Alarak	Tank		
2	76	Alarak	Tank		
2	76	Alarak	Healer		
2	76	Alarak	Ranged Assassin		
1	76	Alarak		50.54	853
2	77	Alarak	Melee Assassin		
2	77	Alarak	Tank		
2	77	Alarak	Healer		
2	77	Alarak	Ranged Assassin		
2	77	Alarak	Ranged Assassin		
1	77	Alarak		50.4	9601
2	78	Alarak	Support		
2	78	Alarak	Melee Assassin		
2	78	Alarak	Bruiser		
2	78	Alarak	Healer		
2	78	Alarak	Ranged Assassin		
1	78	Alarak		49.97	2604
2	79	Alarak	Melee Assassin		
2	79	Alarak	Tank		
2	79	Alarak	Tank		
2	79	Alarak	Ranged Assassin		
2	79	Alarak	Ranged Assassin		
1	79	Alarak		49.38	500
2	80	Alarak	Melee Assassin		
2	80	Alarak	Healer		
2	80	Alarak	Ranged Assassin		
2	80	Alarak	Ranged Assassin		
2	80	Alarak	Ranged Assassin		
1	80	Alarak		49.32	7095
2	81	Alarak	Melee Assassin		
2	81	Alarak	Melee Assassin		
2	81	Alarak	Tank		
2	81	Alarak	Ranged Assassin		
2	81	Alarak	Ranged Assassin		
1	81	Alarak		49.26	2281
2	82	Alarak	Support		
2	82	Alarak	Melee Assassin		
2	82	Alarak	Tank		
2	82	Alarak	Healer		
2	82	Alarak	Ranged Assassin		
1	82	Alarak		48.62	2742
2	83	Alarak	Support		
2	83	Alarak	Melee Assassin		
2	83	Alarak	Healer		
2	83	Alarak	Ranged Assassin		
2	83	Alarak	Ranged Assassin		
1	83	Alarak		48.22	3285
2	84	Alarak	Support		
2	84	Alarak	Melee Assassin		
2	84	Alarak	Tank		
2	84	Alarak	Bruiser		
2	84	Alarak	Healer		
1	84	Alarak		48.21	675
2	85	Alarak	Support		
2	85	Alarak	Melee Assassin		
2	85	Alarak	Melee Assassin		
2	85	Alarak	Tank		
2	85	Alarak	Healer		
1	85	Alarak		48.12	559
2	86	Alarak	Support		
2	86	Alarak	Melee Assassin		
2	86	Alarak	Bruiser		
2	86	Alarak	Ranged Assassin		
2	86	Alarak	Ranged Assassin		
1	86	Alarak		48.08	1030
2	87	Alarak	Melee Assassin		
2	87	Alarak	Bruiser		
2	87	Alarak	Ranged Assassin		
2	87	Alarak	Ranged Assassin		
2	87	Alarak	Ranged Assassin		
1	87	Alarak		47.56	2788
2	88	Alarak	Support		
2	88	Alarak	Melee Assassin		
2	88	Alarak	Tank		
2	88	Alarak	Ranged Assassin		
2	88	Alarak	Ranged Assassin		
1	88	Alarak		46.9	715
2	89	Alarak	Melee Assassin		
2	89	Alarak	Tank		
2	89	Alarak	Ranged Assassin		
2	89	Alarak	Ranged Assassin		
2	89	Alarak	Ranged Assassin		
1	89	Alarak		46.28	2073
2	90	Alarak	Melee Assassin		
2	90	Alarak	Ranged Assassin		
2	90	Alarak	Ranged Assassin		
2	90	Alarak	Ranged Assassin		
2	90	Alarak	Ranged Assassin		
1	90	Alarak		46.27	2106
2	91	Alarak	Support		
2	91	Alarak	Melee Assassin		
2	91	Alarak	Ranged Assassin		
2	91	Alarak	Ranged Assassin		
2	91	Alarak	Ranged Assassin		
1	91	Alarak		43.12	1071
2	92	Alexstrasza	Support		
2	92	Alexstrasza	Melee Assassin		
2	92	Alexstrasza	Melee Assassin		
2	92	Alexstrasza	Healer		
2	92	Alexstrasza	Ranged Assassin		
1	92	Alexstrasza		54.32	306
2	93	Alexstrasza	Tank		
2	93	Alexstrasza	Bruiser		
2	93	Alexstrasza	Healer		
2	93	Alexstrasza	Ranged Assassin		
2	93	Alexstrasza	Ranged Assassin		
1	93	Alexstrasza		54.16	6068
2	94	Alexstrasza	Melee Assassin		
2	94	Alexstrasza	Melee Assassin		
2	94	Alexstrasza	Melee Assassin		
2	94	Alexstrasza	Healer		
2	94	Alexstrasza	Ranged Assassin		
1	94	Alexstrasza		52.21	158
2	95	Alexstrasza	Melee Assassin		
2	95	Alexstrasza	Tank		
2	95	Alexstrasza	Bruiser		
2	95	Alexstrasza	Healer		
2	95	Alexstrasza	Ranged Assassin		
1	95	Alexstrasza		51.88	3132
2	96	Alexstrasza	Melee Assassin		
2	96	Alexstrasza	Melee Assassin		
2	96	Alexstrasza	Healer		
2	96	Alexstrasza	Ranged Assassin		
2	96	Alexstrasza	Ranged Assassin		
1	96	Alexstrasza		51.86	997
2	97	Alexstrasza	Tank		
2	97	Alexstrasza	Bruiser		
2	97	Alexstrasza	Healer		
2	97	Alexstrasza	Healer		
2	97	Alexstrasza	Ranged Assassin		
1	97	Alexstrasza		51.79	123
2	98	Alexstrasza	Bruiser		
2	98	Alexstrasza	Healer		
2	98	Alexstrasza	Healer		
2	98	Alexstrasza	Ranged Assassin		
2	98	Alexstrasza	Ranged Assassin		
1	98	Alexstrasza		50.9	122
2	99	Alexstrasza	Support		
2	99	Alexstrasza	Melee Assassin		
2	99	Alexstrasza	Bruiser		
2	99	Alexstrasza	Bruiser		
2	99	Alexstrasza	Healer		
1	99	Alexstrasza		50.52	172
2	100	Alexstrasza	Tank		
2	100	Alexstrasza	Bruiser		
2	100	Alexstrasza	Bruiser		
2	100	Alexstrasza	Healer		
2	100	Alexstrasza	Ranged Assassin		
1	100	Alexstrasza		49.98	1308
2	101	Alexstrasza	Bruiser		
2	101	Alexstrasza	Bruiser		
2	101	Alexstrasza	Bruiser		
2	101	Alexstrasza	Healer		
2	101	Alexstrasza	Ranged Assassin		
1	101	Alexstrasza		49.6	272
2	102	Alexstrasza	Melee Assassin		
2	102	Alexstrasza	Melee Assassin		
2	102	Alexstrasza	Bruiser		
2	102	Alexstrasza	Healer		
2	102	Alexstrasza	Ranged Assassin		
1	102	Alexstrasza		49.6	975
2	103	Alexstrasza	Melee Assassin		
2	103	Alexstrasza	Bruiser		
2	103	Alexstrasza	Bruiser		
2	103	Alexstrasza	Healer		
2	103	Alexstrasza	Ranged Assassin		
1	103	Alexstrasza		49.53	1171
2	104	Alexstrasza	Support		
2	104	Alexstrasza	Melee Assassin		
2	104	Alexstrasza	Melee Assassin		
2	104	Alexstrasza	Bruiser		
2	104	Alexstrasza	Healer		
1	104	Alexstrasza		49.11	134
2	105	Alexstrasza	Support		
2	105	Alexstrasza	Melee Assassin		
2	105	Alexstrasza	Tank		
2	105	Alexstrasza	Bruiser		
2	105	Alexstrasza	Healer		
1	105	Alexstrasza		48.64	345
2	106	Alexstrasza	Support		
2	106	Alexstrasza	Melee Assassin		
2	106	Alexstrasza	Bruiser		
2	106	Alexstrasza	Healer		
2	106	Alexstrasza	Ranged Assassin		
1	106	Alexstrasza		48.5	1118
2	107	Alexstrasza	Bruiser		
2	107	Alexstrasza	Bruiser		
2	107	Alexstrasza	Healer		
2	107	Alexstrasza	Ranged Assassin		
2	107	Alexstrasza	Ranged Assassin		
1	107	Alexstrasza		48.42	1895
2	108	Alexstrasza	Tank		
2	108	Alexstrasza	Tank		
2	108	Alexstrasza	Healer		
2	108	Alexstrasza	Ranged Assassin		
2	108	Alexstrasza	Ranged Assassin		
1	108	Alexstrasza		48.42	810
2	109	Alexstrasza	Melee Assassin		
2	109	Alexstrasza	Tank		
2	109	Alexstrasza	Healer		
2	109	Alexstrasza	Ranged Assassin		
2	109	Alexstrasza	Ranged Assassin		
1	109	Alexstrasza		48.24	3921
2	110	Alexstrasza	Melee Assassin		
2	110	Alexstrasza	Bruiser		
2	110	Alexstrasza	Healer		
2	110	Alexstrasza	Ranged Assassin		
2	110	Alexstrasza	Ranged Assassin		
1	110	Alexstrasza		47.67	3465
2	111	Alexstrasza	Support		
2	111	Alexstrasza	Melee Assassin		
2	111	Alexstrasza	Tank		
2	111	Alexstrasza	Healer		
2	111	Alexstrasza	Ranged Assassin		
1	111	Alexstrasza		47.45	1122
2	112	Alexstrasza	Support		
2	112	Alexstrasza	Bruiser		
2	112	Alexstrasza	Bruiser		
2	112	Alexstrasza	Healer		
2	112	Alexstrasza	Ranged Assassin		
1	112	Alexstrasza		47.22	564
2	113	Alexstrasza	Support		
2	113	Alexstrasza	Tank		
2	113	Alexstrasza	Bruiser		
2	113	Alexstrasza	Healer		
2	113	Alexstrasza	Ranged Assassin		
1	113	Alexstrasza		46.73	1291
2	114	Alexstrasza	Tank		
2	114	Alexstrasza	Tank		
2	114	Alexstrasza	Bruiser		
2	114	Alexstrasza	Healer		
2	114	Alexstrasza	Ranged Assassin		
1	114	Alexstrasza		46.48	411
2	115	Alexstrasza	Melee Assassin		
2	115	Alexstrasza	Tank		
2	115	Alexstrasza	Tank		
2	115	Alexstrasza	Healer		
2	115	Alexstrasza	Ranged Assassin		
1	115	Alexstrasza		46.32	446
2	116	Alexstrasza	Support		
2	116	Alexstrasza	Melee Assassin		
2	116	Alexstrasza	Healer		
2	116	Alexstrasza	Ranged Assassin		
2	116	Alexstrasza	Ranged Assassin		
1	116	Alexstrasza		46.28	1679
2	117	Alexstrasza	Melee Assassin		
2	117	Alexstrasza	Melee Assassin		
2	117	Alexstrasza	Tank		
2	117	Alexstrasza	Healer		
2	117	Alexstrasza	Ranged Assassin		
1	117	Alexstrasza		46.04	1056
2	118	Alexstrasza	Support		
2	118	Alexstrasza	Tank		
2	118	Alexstrasza	Bruiser		
2	118	Alexstrasza	Bruiser		
2	118	Alexstrasza	Healer		
1	118	Alexstrasza		45.89	143
2	119	Alexstrasza	Melee Assassin		
2	119	Alexstrasza	Healer		
2	119	Alexstrasza	Ranged Assassin		
2	119	Alexstrasza	Ranged Assassin		
2	119	Alexstrasza	Ranged Assassin		
1	119	Alexstrasza		45.43	3431
2	120	Alexstrasza	Support		
2	120	Alexstrasza	Melee Assassin		
2	120	Alexstrasza	Melee Assassin		
2	120	Alexstrasza	Tank		
2	120	Alexstrasza	Healer		
1	120	Alexstrasza		44.81	133
2	121	Alexstrasza	Tank		
2	121	Alexstrasza	Healer		
2	121	Alexstrasza	Healer		
2	121	Alexstrasza	Ranged Assassin		
2	121	Alexstrasza	Ranged Assassin		
1	121	Alexstrasza		44.75	152
2	122	Alexstrasza	Tank		
2	122	Alexstrasza	Healer		
2	122	Alexstrasza	Ranged Assassin		
2	122	Alexstrasza	Ranged Assassin		
2	122	Alexstrasza	Ranged Assassin		
1	122	Alexstrasza		44.13	4188
2	123	Alexstrasza	Bruiser		
2	123	Alexstrasza	Healer		
2	123	Alexstrasza	Ranged Assassin		
2	123	Alexstrasza	Ranged Assassin		
2	123	Alexstrasza	Ranged Assassin		
1	123	Alexstrasza		42.86	3856
2	124	Alexstrasza	Support		
2	124	Alexstrasza	Bruiser		
2	124	Alexstrasza	Healer		
2	124	Alexstrasza	Ranged Assassin		
2	124	Alexstrasza	Ranged Assassin		
1	124	Alexstrasza		42.02	1976
2	125	Alexstrasza	Support		
2	125	Alexstrasza	Tank		
2	125	Alexstrasza	Tank		
2	125	Alexstrasza	Healer		
2	125	Alexstrasza	Ranged Assassin		
1	125	Alexstrasza		40.88	159
2	126	Alexstrasza	Support		
2	126	Alexstrasza	Tank		
2	126	Alexstrasza	Healer		
2	126	Alexstrasza	Ranged Assassin		
2	126	Alexstrasza	Ranged Assassin		
1	126	Alexstrasza		40.56	1907
2	127	Ana	Tank		
2	127	Ana	Bruiser		
2	127	Ana	Healer		
2	127	Ana	Healer		
2	127	Ana	Ranged Assassin		
1	127	Ana		54.97	137
2	128	Ana	Tank		
2	128	Ana	Bruiser		
2	128	Ana	Healer		
2	128	Ana	Ranged Assassin		
2	128	Ana	Ranged Assassin		
1	128	Ana		52.93	7607
2	129	Ana	Melee Assassin		
2	129	Ana	Tank		
2	129	Ana	Bruiser		
2	129	Ana	Healer		
2	129	Ana	Ranged Assassin		
1	129	Ana		51.3	3867
2	130	Ana	Tank		
2	130	Ana	Bruiser		
2	130	Ana	Bruiser		
2	130	Ana	Healer		
2	130	Ana	Ranged Assassin		
1	130	Ana		49.55	1460
2	131	Ana	Bruiser		
2	131	Ana	Bruiser		
2	131	Ana	Bruiser		
2	131	Ana	Healer		
2	131	Ana	Ranged Assassin		
1	131	Ana		49.34	304
2	132	Ana	Melee Assassin		
2	132	Ana	Tank		
2	132	Ana	Healer		
2	132	Ana	Healer		
2	132	Ana	Ranged Assassin		
1	132	Ana		49.27	124
2	133	Ana	Bruiser		
2	133	Ana	Healer		
2	133	Ana	Healer		
2	133	Ana	Ranged Assassin		
2	133	Ana	Ranged Assassin		
1	133	Ana		48.95	162
2	134	Ana	Melee Assassin		
2	134	Ana	Healer		
2	134	Ana	Healer		
2	134	Ana	Ranged Assassin		
2	134	Ana	Ranged Assassin		
1	134	Ana		47.94	112
2	135	Ana	Melee Assassin		
2	135	Ana	Bruiser		
2	135	Ana	Bruiser		
2	135	Ana	Healer		
2	135	Ana	Ranged Assassin		
1	135	Ana		47.9	1448
2	136	Ana	Bruiser		
2	136	Ana	Bruiser		
2	136	Ana	Healer		
2	136	Ana	Ranged Assassin		
2	136	Ana	Ranged Assassin		
1	136	Ana		47.35	2414
2	137	Ana	Melee Assassin		
2	137	Ana	Melee Assassin		
2	137	Ana	Tank		
2	137	Ana	Healer		
2	137	Ana	Ranged Assassin		
1	137	Ana		47.24	1327
2	138	Ana	Support		
2	138	Ana	Melee Assassin		
2	138	Ana	Melee Assassin		
2	138	Ana	Healer		
2	138	Ana	Ranged Assassin		
1	138	Ana		47.1	403
2	139	Ana	Tank		
2	139	Ana	Healer		
2	139	Ana	Healer		
